gene,sample,expression,time
Cnga3,GSM2545338,2,0
Unc50,GSM2545338,1263,0
Lipt1,GSM2545338,70,0
Mrpl30,GSM2545338,987,0
Lyg2,GSM2545338,10,0
Txndc9,GSM2545338,1601,0
Eif5b,GSM2545338,4168,0
Gm16150,GSM2545338,9,0
Gm16152,GSM2545338,1,0
Pdcl3,GSM2545338,1014,0
Rpl31,GSM2545338,2466,0
Tbc1d8,GSM2545338,1643,0
Cnot11,GSM2545338,1124,0
Snord89,GSM2545338,10,0
Rnf149,GSM2545338,911,0
Rfx8,GSM2545338,12,0
Gm16894,GSM2545338,22,0
Il1rl2,GSM2545338,12,0
Il1rl1,GSM2545338,6,0
Il18r1,GSM2545338,1,0
Slc9a4,GSM2545338,10,0
Mfsd9,GSM2545338,146,0
Tmem182,GSM2545338,6,0
Gm28175,GSM2545338,19,0
Pantr1,GSM2545338,229,0
Pou3f3,GSM2545338,1296,0
Pantr2,GSM2545338,41,0
Mrps9,GSM2545338,1020,0
Gpr45,GSM2545338,60,0
Tgfbrap1,GSM2545338,2300,0
Fhl2,GSM2545338,98,0
Nck2,GSM2545338,706,0
Uxs1,GSM2545338,1185,0
Gm16103,GSM2545338,0,0
Tpp2,GSM2545338,2826,0
Tex30,GSM2545338,206,0
Bivm,GSM2545338,917,0
Gulp1,GSM2545338,196,0
Wdr75,GSM2545338,1030,0
Dnah7b,GSM2545338,777,0
Gm4852,GSM2545338,5,0
Gm8337,GSM2545338,12,0
Nabp1,GSM2545338,378,0
Gm17767,GSM2545338,2,0
Myo1b,GSM2545338,834,0
Stat4,GSM2545338,5,0
Stat1,GSM2545338,1183,0
Gls,GSM2545338,12228,0
Rps27a-ps1,GSM2545338,5,0
Gm28178,GSM2545338,0,0
Inpp1,GSM2545338,3174,0
Mstn,GSM2545338,20,0
Asnsd1,GSM2545338,687,0
Gtf3c3,GSM2545338,1016,0
Pgap1,GSM2545338,2047,0
Gm19637,GSM2545338,2,0
Ankrd44,GSM2545338,635,0
Sf3b1,GSM2545338,16526,0
Gm6822,GSM2545338,6,0
Boll,GSM2545338,5,0
Gm8292,GSM2545338,6,0
Plcl1,GSM2545338,1110,0
Gm6644,GSM2545338,0,0
Satb2,GSM2545338,23,0
BC055402,GSM2545338,1,0
Tyw5,GSM2545338,437,0
Spats2l,GSM2545338,323,0
Aox4,GSM2545338,4,0
Aox2,GSM2545338,0,0
Bzw1,GSM2545338,8531,0
Clk1,GSM2545338,7836,0
Ppil3,GSM2545338,356,0
Nif3l1,GSM2545338,583,0
Cflar,GSM2545338,1137,0
Casp8,GSM2545338,75,0
Stradb,GSM2545338,935,0
Tmem237,GSM2545338,779,0
Cdk15,GSM2545338,5,0
Fzd7,GSM2545338,1622,0
Sumo1,GSM2545338,2742,0
Fam117b,GSM2545338,3569,0
Wdr12,GSM2545338,989,0
Nbeal1,GSM2545338,2030,0
Abi2,GSM2545338,4107,0
Cd28,GSM2545338,65,0
Gm11581,GSM2545338,1,0
Icos,GSM2545338,1,0
Nrp2,GSM2545338,391,0
Gm4208,GSM2545338,0,0
Ndufs1,GSM2545338,6672,0
Eef1b2,GSM2545338,3278,0
Gpr1,GSM2545338,1,0
Gm11605,GSM2545338,5,0
Adam23,GSM2545338,6824,0
Dytn,GSM2545338,1,0
Mdh1b,GSM2545338,17,0
Gm13748,GSM2545338,1,0
Ccnyl1,GSM2545338,467,0
Plekhm3,GSM2545338,1697,0
Rpl10a-ps1,GSM2545338,29,0
Cryga,GSM2545338,1,0
Pikfyve,GSM2545338,2565,0
Map2,GSM2545338,24099,0
Unc80,GSM2545338,18416,0
Kansl1l,GSM2545338,1375,0
Acadl,GSM2545338,1693,0
Gm15793,GSM2545338,2,0
Spag16,GSM2545338,80,0
Bard1,GSM2545338,19,0
Abca12,GSM2545338,1,0
Atic,GSM2545338,791,0
Fn1,GSM2545338,3085,0
Gm5256,GSM2545338,1,0
Tmem169,GSM2545338,579,0
Xrcc5,GSM2545338,679,0
Smarcal1,GSM2545338,2428,0
Igfbp2,GSM2545338,1093,0
Gm29183,GSM2545338,1,0
Rufy4,GSM2545338,5,0
Cxcr2,GSM2545338,4,0
Arpc2,GSM2545338,3553,0
Aamp,GSM2545338,3797,0
Tmbim1,GSM2545338,1474,0
Catip,GSM2545338,59,0
Zfp142,GSM2545338,1585,0
Rnf25,GSM2545338,1239,0
Ttll4,GSM2545338,1963,0
Prkag3,GSM2545338,14,0
Gm29539,GSM2545338,0,0
Wnt10a,GSM2545338,4,0
Ihh,GSM2545338,4,0
Slc23a3,GSM2545338,3,0
Zfand2b,GSM2545338,344,0
Ankzf1,GSM2545338,911,0
Glb1l,GSM2545338,329,0
Ptprn,GSM2545338,3640,0
Des,GSM2545338,59,0
Asic4,GSM2545338,58,0
Chpf,GSM2545338,1791,0
Obsl1,GSM2545338,730,0
Stk11ip,GSM2545338,954,0
Slc4a3,GSM2545338,3264,0
Epha4,GSM2545338,889,0
Pax3,GSM2545338,259,0
Mogat1,GSM2545338,5,0
Kcne4,GSM2545338,50,0
Gm5830,GSM2545338,12,0
Scg2,GSM2545338,6603,0
Mrpl44,GSM2545338,669,0
Gm5529,GSM2545338,23,0
Fam124b,GSM2545338,0,0
Cul3,GSM2545338,7133,0
Nyap2,GSM2545338,1060,0
Rhbdd1,GSM2545338,462,0
Col4a4,GSM2545338,90,0
Col4a3,GSM2545338,84,0
Mff,GSM2545338,6741,0
Daw1,GSM2545338,27,0
Trip12,GSM2545338,7182,0
Fbxo36,GSM2545338,95,0
Slc16a14,GSM2545338,206,0
Gm15433,GSM2545338,1,0
Rpl19-ps1,GSM2545338,1,0
Sp110,GSM2545338,27,0
Sp140,GSM2545338,32,0
Sp100,GSM2545338,101,0
Cab39,GSM2545338,7744,0
Gpr55,GSM2545338,4,0
Spata3,GSM2545338,18,0
Htr2b,GSM2545338,1,0
Armc9,GSM2545338,608,0
B3gnt7,GSM2545338,14,0
Snora75,GSM2545338,11,0
Nmur1,GSM2545338,17,0
Dis3l2,GSM2545338,788,0
Gm6136,GSM2545338,19,0
Ecel1,GSM2545338,35,0
Prss56,GSM2545338,1,0
Kcnj13,GSM2545338,457,0
Inpp5d,GSM2545338,170,0
Scarna6,GSM2545338,6,0
Sag,GSM2545338,8,0
Dgkd,GSM2545338,9510,0
Gm19582,GSM2545338,64,0
Usp40,GSM2545338,1152,0
Ugt1a7c,GSM2545338,7,0
Dnajb3,GSM2545338,29,0
Mroh2a,GSM2545338,17,0
Spp2,GSM2545338,6,0
Gm29538,GSM2545338,8,0
Glrp1,GSM2545338,0,0
Sh3bp4,GSM2545338,409,0
Gbx2,GSM2545338,3,0
Iqca,GSM2545338,33,0
Ackr3,GSM2545338,272,0
Col6a3,GSM2545338,76,0
Rab17,GSM2545338,0,0
Ube2f,GSM2545338,1262,0
Klhl30,GSM2545338,6,0
Twist2,GSM2545338,1,0
Hdac4,GSM2545338,1605,0
Ndufa10,GSM2545338,3921,0
Mir149,GSM2545338,2,0
Ankmy1,GSM2545338,16,0
Rnpepl1,GSM2545338,1008,0
Capn10,GSM2545338,1060,0
Gpr35,GSM2545338,37,0
Pask,GSM2545338,223,0
Hdlbp,GSM2545338,7305,0
Farp2,GSM2545338,311,0
Stk25,GSM2545338,4709,0
Thap4,GSM2545338,433,0
D2hgdh,GSM2545338,359,0
Pdcd1,GSM2545338,1,0
Gm7895,GSM2545338,8,0
Fam174a,GSM2545338,1331,0
Slco4c1,GSM2545338,14,0
Panct2,GSM2545338,19,0
Gm6430,GSM2545338,1,0
Gin1,GSM2545338,321,0
Pam,GSM2545338,1640,0
Cntnap5b,GSM2545338,1223,0
Cdh20,GSM2545338,858,0
Pign,GSM2545338,900,0
Gm10193,GSM2545338,2,0
Tnfrsf11a,GSM2545338,62,0
Gm7160,GSM2545338,18,0
Gm20753,GSM2545338,2,0
Bcl2,GSM2545338,593,0
Vps4b,GSM2545338,2001,0
Serpinb5,GSM2545338,6,0
Serpinb10,GSM2545338,1,0
Gm8141,GSM2545338,13,0
Cdh7,GSM2545338,1981,0
Cdh19,GSM2545338,665,0
Gm8173,GSM2545338,1,0
Dsel,GSM2545338,354,0
Gm6028,GSM2545338,0,0
Nifk,GSM2545338,867,0
Clasp1,GSM2545338,2865,0
Inhbb,GSM2545338,228,0
Gm3551,GSM2545338,0,0
Gm28209,GSM2545338,2,0
Cfap221,GSM2545338,12,0
Sctr,GSM2545338,6,0
Tmem37,GSM2545338,23,0
En1,GSM2545338,201,0
Insig2,GSM2545338,2103,0
Ccdc93,GSM2545338,1322,0
Htr5b,GSM2545338,21,0
Ddx18,GSM2545338,733,0
Actr3,GSM2545338,5377,0
Slc35f5,GSM2545338,643,0
Gpr39,GSM2545338,1,0
Mgat5,GSM2545338,3342,0
Gm8451,GSM2545338,28,0
Tmem163,GSM2545338,1814,0
Acmsd,GSM2545338,1,0
Zranb3,GSM2545338,199,0
Gm28800,GSM2545338,2,0
Rpl28-ps1,GSM2545338,25,0
Mir128-1,GSM2545338,1,0
Lct,GSM2545338,19,0
Gm6170,GSM2545338,30,0
Thsd7b,GSM2545338,29,0
Gm29428,GSM2545338,2,0
Cd55,GSM2545338,226,0
Gm16083,GSM2545338,30,0
C4bp-ps1,GSM2545338,13,0
Yod1,GSM2545338,536,0
Fcamr,GSM2545338,0,0
Dyrk3,GSM2545338,141,0
Ikbke,GSM2545338,52,0
Srgap2,GSM2545338,7703,0
Slc26a9,GSM2545338,0,0
Pm20d1,GSM2545338,140,0
Rab29,GSM2545338,149,0
Cdk18,GSM2545338,519,0
Gm29695,GSM2545338,156,0
Lemd1,GSM2545338,14,0
Gm7241,GSM2545338,2,0
Klhdc8a,GSM2545338,586,0
Lrrn2,GSM2545338,2602,0
Gm29257,GSM2545338,3,0
Gm28609,GSM2545338,5,0
Plekha6,GSM2545338,4040,0
Ren1,GSM2545338,3,0
Sox13,GSM2545338,271,0
Zbed6,GSM2545338,2780,0
Lax1,GSM2545338,3,0
Optc,GSM2545338,20,0
Prelp,GSM2545338,763,0
Gm8618,GSM2545338,1,0
Mybph,GSM2545338,9,0
Myog,GSM2545338,1,0
Ppfia4,GSM2545338,8704,0
Tmem183a,GSM2545338,2597,0
Kdm5b,GSM2545338,2005,0
Ppp1r12b,GSM2545338,2997,0
Ube2t,GSM2545338,69,0
Ptprv,GSM2545338,5,0
Timm17a,GSM2545338,1356,0
Csrp1,GSM2545338,7256,0
Tnni1,GSM2545338,86,0
Lad1,GSM2545338,26,0
Pkp1,GSM2545338,3,0
Ascl5,GSM2545338,1,0
Cacna1s,GSM2545338,37,0
Gm15850,GSM2545338,0,0
Kif21b,GSM2545338,1239,0
Camsap2,GSM2545338,7925,0
Kif14,GSM2545338,7,0
Gm29485,GSM2545338,1,0
Gm19705,GSM2545338,22,0
Mif-ps1,GSM2545338,0,0
Nr5a2,GSM2545338,0,0
Ptprc,GSM2545338,91,0
Lhx9,GSM2545338,197,0
Dennd1b,GSM2545338,905,0
Crb1,GSM2545338,16,0
Zbtb41,GSM2545338,1751,0
Cfhr2,GSM2545338,3,0
Gm5837,GSM2545338,6,0
Kcnt2,GSM2545338,83,0
Gm5835,GSM2545338,29,0
Cdc73,GSM2545338,971,0
B3galt2,GSM2545338,1117,0
Glrx2,GSM2545338,1712,0
Rgs1,GSM2545338,1,0
Gm7266,GSM2545338,2,0
Rgs18,GSM2545338,6,0
Brinp3,GSM2545338,705,0
Ptgs2os,GSM2545338,1,0
Ptgs2,GSM2545338,41,0
Tpr,GSM2545338,5983,0
Swt1,GSM2545338,807,0
Mir7682,GSM2545338,0,0
Rnf2,GSM2545338,1407,0
Gm36527,GSM2545338,3,0
Edem3,GSM2545338,3702,0
Tsen15,GSM2545338,521,0
Colgalt2,GSM2545338,98,0
Rgl1,GSM2545338,1073,0
Arpc5,GSM2545338,2024,0
Ncf2,GSM2545338,60,0
Nmnat2,GSM2545338,7094,0
Lamc2,GSM2545338,59,0
Dhx9,GSM2545338,5871,0
Rgs16,GSM2545338,469,0
Rgsl1,GSM2545338,14,0
Zfp648,GSM2545338,2,0
Gm9530,GSM2545338,14,0
Stx6,GSM2545338,1506,0
Xpr1,GSM2545338,3705,0
Gm5532,GSM2545338,4,0
Acbd6,GSM2545338,706,0
Lhx4,GSM2545338,0,0
Cep350,GSM2545338,3676,0
Fam163a,GSM2545338,47,0
Tdrd5,GSM2545338,48,0
Nphs2,GSM2545338,15,0
Gm2000,GSM2545338,11,0
Soat1,GSM2545338,665,0
Abl2,GSM2545338,1891,0
Fam20b,GSM2545338,2978,0
Ralgps2,GSM2545338,2046,0
Angptl1,GSM2545338,16,0
Rasal2,GSM2545338,2397,0
Brinp2,GSM2545338,1043,0
Gm4953,GSM2545338,1,0
Gm31256,GSM2545338,1,0
Rabgap1l,GSM2545338,5694,0
Gm6177,GSM2545338,0,0
Rc3h1,GSM2545338,3427,0
Serpinc1,GSM2545338,2,0
Snord47,GSM2545338,18,0
Dars2,GSM2545338,607,0
Cenpl,GSM2545338,88,0
Fasl,GSM2545338,19,0
Dnm3,GSM2545338,9579,0
Dnm3os,GSM2545338,1,0
Prrc2c,GSM2545338,7239,0
Fmo2,GSM2545338,354,0
Mettl11b,GSM2545338,9,0
BC055324,GSM2545338,99,0
Sele,GSM2545338,1,0
Selp,GSM2545338,0,0
F5,GSM2545338,449,0
Nme7,GSM2545338,393,0
Atp1b1,GSM2545338,50614,0
Gm26685,GSM2545338,2,0
Dpt,GSM2545338,5,0
Gm20743,GSM2545338,216,0
Sft2d2,GSM2545338,1147,0
Tiprl,GSM2545338,1687,0
Rcsd1,GSM2545338,183,0
Gm32999,GSM2545338,0,0
Dusp27,GSM2545338,15,0
Mael,GSM2545338,5,0
Gm16418,GSM2545338,5,0
Gm16701,GSM2545338,140,0
Aldh9a1,GSM2545338,1312,0
Mgst3,GSM2545338,1602,0
Lrrc52,GSM2545338,4,0
Rxrg,GSM2545338,25,0
Lmx1a,GSM2545338,50,0
Pbx1,GSM2545338,3442,0
Asl,GSM2545339,586,4
Apod,GSM2545339,10620,4
Cyp2d22,GSM2545339,1901,4
Klk6,GSM2545339,578,4
Fcrls,GSM2545339,237,4
Slc2a4,GSM2545339,265,4
Exd2,GSM2545339,2513,4
Gjc2,GSM2545339,551,4
Plp1,GSM2545339,58354,4
Gnb4,GSM2545339,1430,4
Tnc,GSM2545339,478,4
Trf,GSM2545339,14681,4
Tubb2b,GSM2545339,2788,4
Fads1,GSM2545339,7168,4
Lxn,GSM2545339,2089,4
Prr18,GSM2545339,1701,4
Cmtm5,GSM2545339,1733,4
Enpp1,GSM2545339,463,4
Clic4,GSM2545339,6429,4
Tm6sf2,GSM2545339,157,4
Slc20a2,GSM2545339,4712,4
Itih3,GSM2545339,3669,4
Ptn,GSM2545339,6312,4
Prodh,GSM2545339,1202,4
Msantd1,GSM2545339,167,4
Ugt8a,GSM2545339,3123,4
Fbln5,GSM2545339,476,4
Trp53inp2,GSM2545339,9319,4
Slc7a3,GSM2545339,431,4
Dnase1l2,GSM2545339,405,4
Icosl,GSM2545339,429,4
Rmnd1,GSM2545339,1000,4
Tssk5,GSM2545339,75,4
Pycr1,GSM2545339,52,4
Pla2g3,GSM2545339,125,4
Vmn2r1,GSM2545339,34,4
Gm29797,GSM2545339,106,4
Phyhd1,GSM2545339,1010,4
Gpr146,GSM2545339,798,4
Mag,GSM2545339,6077,4
Tufm,GSM2545339,1804,4
Igdcc4,GSM2545339,2394,4
Gm10654,GSM2545339,137,4
Ncmap,GSM2545339,46,4
Etv4,GSM2545339,299,4
Fabp7,GSM2545339,645,4
Cpsf4l,GSM2545339,72,4
Hexa,GSM2545339,1405,4
Mfge8,GSM2545339,1742,4
Ccdc136,GSM2545339,2971,4
Glul,GSM2545339,45228,4
Hopx,GSM2545339,4680,4
Pigq,GSM2545339,3541,4
Vps11,GSM2545339,2635,4
Proca1,GSM2545339,200,4
Fbxl22,GSM2545339,264,4
Sfxn5,GSM2545339,8311,4
Hexim2,GSM2545339,416,4
Agt,GSM2545339,3760,4
Rlbp1,GSM2545339,275,4
Jam2,GSM2545339,3592,4
Lcat,GSM2545339,1643,4
Oxct1,GSM2545339,13330,4
Cacna1e,GSM2545339,8888,4
Fa2h,GSM2545339,1411,4
Plxnb3,GSM2545339,1000,4
Lman2l,GSM2545339,1034,4
Dpy19l1,GSM2545339,2321,4
Kctd21,GSM2545339,722,4
Thra,GSM2545339,9138,4
Dok3,GSM2545339,188,4
Sult1a1,GSM2545339,431,4
Rpe,GSM2545339,1242,4
Acrbp,GSM2545339,423,4
Slc2a9,GSM2545339,65,4
Emp2,GSM2545339,1018,4
Aipl1,GSM2545339,4,4
Uri1,GSM2545339,1888,4
Bcs1l,GSM2545339,401,4
Rbm3,GSM2545339,5442,4
Tra2a,GSM2545339,4133,4
Prex1,GSM2545339,4001,4
Josd2,GSM2545339,1489,4
Tmco3,GSM2545339,1401,4
Srebf1,GSM2545339,2014,4
Acer2,GSM2545339,450,4
Tsga10,GSM2545339,321,4
Cyp3a13,GSM2545339,67,4
Relt,GSM2545339,636,4
Nrep,GSM2545339,28031,4
Slc14a1,GSM2545339,1328,4
Pnpla2,GSM2545339,934,4
Map6d1,GSM2545339,1925,4
Ier5,GSM2545339,719,4
Bfsp2,GSM2545339,112,4
Idi1,GSM2545339,490,4
Kat2b,GSM2545339,4854,4
Rmdn3,GSM2545339,4465,4
Eif4b,GSM2545339,8354,4
Grm4,GSM2545339,10111,4
Pink1,GSM2545339,15144,4
Mettl16,GSM2545339,1078,4
Fam193b,GSM2545339,2681,4
Rtca,GSM2545339,1300,4
Fgfbp1,GSM2545339,47,4
Pigs,GSM2545339,2034,4
Cfp,GSM2545339,698,4
Desi1,GSM2545339,5078,4
Gbp4,GSM2545339,150,4
Nid1,GSM2545339,862,4
Armcx5,GSM2545339,543,4
Cryab,GSM2545339,3336,4
Prss53,GSM2545339,158,4
Car4,GSM2545339,4863,4
Gm6277,GSM2545339,138,4
Amt,GSM2545339,968,4
Zc3h6,GSM2545339,1037,4
Aqp4,GSM2545339,18861,4
Tmem198b,GSM2545339,603,4
Abi3bp,GSM2545339,935,4
Xpa,GSM2545339,338,4
Aldh6a1,GSM2545339,3494,4
Adam1a,GSM2545339,597,4
Dynlt1a,GSM2545339,453,4
Gatm,GSM2545339,4682,4
H2-Q4,GSM2545339,120,4
Nras,GSM2545339,1279,4
Pla2g4e,GSM2545339,263,4
Lpar1,GSM2545339,1856,4
Il12rb1,GSM2545339,33,4
Enpp6,GSM2545339,503,4
Ermn,GSM2545339,4798,4
Marcksl1,GSM2545339,905,4
Ubqln4,GSM2545339,2967,4
Glt8d1,GSM2545339,1099,4
Ddx25,GSM2545339,1328,4
Gpr17,GSM2545339,807,4
Cat,GSM2545339,1980,4
Wwox,GSM2545339,743,4
Phkg1,GSM2545339,548,4
Ppp1r3f,GSM2545339,845,4
Mrpl35,GSM2545339,1222,4
Nudt9,GSM2545339,1417,4
Lypd6,GSM2545339,1051,4
Spice1,GSM2545339,693,4
Tuba8,GSM2545339,1189,4
Spon1,GSM2545339,4131,4
Nfya,GSM2545339,944,4
Sc5d,GSM2545339,3678,4
Aldh18a1,GSM2545339,819,4
Ebp,GSM2545339,988,4
Srr,GSM2545339,2744,4
Gm14827,GSM2545339,304,4
Gm31135,GSM2545339,54,4
Adam17,GSM2545339,1024,4
Slc39a2,GSM2545339,625,4
Snn,GSM2545339,4864,4
Hnrnpc,GSM2545339,9155,4
Srbd1,GSM2545339,412,4
Ptp4a1,GSM2545339,1345,4
Tppp,GSM2545339,11943,4
Stac3,GSM2545339,145,4
Emid1,GSM2545339,285,4
Cotl1,GSM2545339,2740,4
Ovgp1,GSM2545339,566,4
Ssx2ip,GSM2545339,2891,4
Hsd3b7,GSM2545339,692,4
Kazald1,GSM2545339,219,4
Omd,GSM2545339,131,4
Bcas1,GSM2545339,6143,4
Gm9925,GSM2545339,313,4
Dleu2,GSM2545339,381,4
Chil3,GSM2545339,41,4
Deaf1,GSM2545339,1614,4
Dusp19,GSM2545339,270,4
Gkn3,GSM2545339,69,4
Pllp,GSM2545339,1094,4
Sox2ot,GSM2545339,727,4
Ntf3,GSM2545339,184,4
Lum,GSM2545339,231,4
Gm20751,GSM2545339,62,4
Thnsl2,GSM2545339,152,4
Slc2a4rg-ps,GSM2545339,450,4
Agpat5,GSM2545339,3454,4
Mdk,GSM2545339,711,4
Penk,GSM2545339,2992,4
Cirbp,GSM2545339,1802,4
Aloxe3,GSM2545339,283,4
Nudt5,GSM2545339,542,4
Serpinb1a,GSM2545339,595,4
Mt1,GSM2545339,7318,4
Fgfr3,GSM2545339,4039,4
Myo1d,GSM2545339,575,4
Cd99l2,GSM2545339,3528,4
C2cd2,GSM2545339,739,4
Brsk2,GSM2545339,5298,4
Mrrf,GSM2545339,554,4
Snhg4,GSM2545339,248,4
Hmgcs1,GSM2545339,6340,4
Stk17b,GSM2545339,4338,4
Cyp51,GSM2545339,2624,4
Gria4,GSM2545339,21512,4
Ttyh1,GSM2545339,17860,4
Slc13a1,GSM2545339,117,4
Phf7,GSM2545339,124,4
Get4,GSM2545339,1142,4
Gstm1,GSM2545339,6837,4
Fbxo31,GSM2545339,2098,4
Padi2,GSM2545339,827,4
Gnmt,GSM2545339,125,4
Paip2b,GSM2545339,3667,4
Slc17a9,GSM2545339,11,4
Vopp1,GSM2545339,1746,4
Ogdhl,GSM2545339,4103,4
Dcaf12,GSM2545339,2498,4
Rorc,GSM2545339,1007,4
Cp,GSM2545339,1345,4
Jade2,GSM2545339,1996,4
Nbl1,GSM2545339,1772,4
Hsph1,GSM2545339,6279,4
Serf2,GSM2545339,3611,4
Rasgef1a,GSM2545339,3507,4
Prrg1,GSM2545339,572,4
Etnppl,GSM2545339,5804,4
Cyp4f15,GSM2545339,186,4
Ankrd29,GSM2545339,1091,4
Gm27252,GSM2545339,40,4
Kctd2,GSM2545339,2826,4
Iigp1,GSM2545339,123,4
Ak4,GSM2545339,5210,4
Idh2,GSM2545339,1171,4
Camkk1,GSM2545339,2589,4
Rftn2,GSM2545339,1238,4
Igtp,GSM2545339,193,4
Bche,GSM2545339,383,4
Marcks,GSM2545339,5869,4
Pabpc4,GSM2545339,658,4
Pmp22,GSM2545339,1385,4
Car14,GSM2545339,784,4
Serpinh1,GSM2545339,911,4
Ppp1r13b,GSM2545339,2269,4
Tfrc,GSM2545339,5794,4
Smox,GSM2545339,1931,4
Tjap1,GSM2545339,874,4
Msmo1,GSM2545339,2422,4
Slc26a8,GSM2545339,92,4
Eml3,GSM2545339,949,4
Csf2ra,GSM2545339,368,4
Rnf141,GSM2545339,3099,4
Slc25a16,GSM2545339,1061,4
Echdc1,GSM2545339,1566,4
Eid2b,GSM2545339,617,4
Piga,GSM2545339,367,4
Ccdc149,GSM2545339,1047,4
Car15,GSM2545339,536,4
Eny2,GSM2545339,2333,4
Mroh1,GSM2545339,3320,4
Pcyox1l,GSM2545339,570,4
Ankrd39,GSM2545339,337,4
Timeless,GSM2545339,268,4
Sparc,GSM2545339,28108,4
Slc7a10,GSM2545339,1308,4
Ppp1r2,GSM2545339,4516,4
Psmf1,GSM2545339,1159,4
Adat1,GSM2545339,255,4
Slc6a12,GSM2545339,193,4
Snhg3,GSM2545339,210,4
Prg4,GSM2545339,293,4
Plod1,GSM2545339,876,4
Whamm,GSM2545339,761,4
Ttpa,GSM2545339,463,4
Thbs3,GSM2545339,163,4
Gltp,GSM2545339,1100,4
Pex6,GSM2545339,1594,4
Aim2,GSM2545339,122,4
Ednrb,GSM2545339,5524,4
Nuf2,GSM2545339,91,4
Mog,GSM2545339,1818,4
Ccl27a,GSM2545339,2003,4
Tac4,GSM2545339,11,4
Snhg8,GSM2545339,318,4
Ak6,GSM2545339,347,4
Kctd20,GSM2545339,2478,4
Itgb4,GSM2545339,490,4
Zfp810,GSM2545339,464,4
Gm33489,GSM2545339,136,4
Gna12,GSM2545339,1558,4
Cyp4v3,GSM2545339,594,4
Pkp4,GSM2545339,9595,4
Agpat1,GSM2545339,2283,4
Gipr,GSM2545339,42,4
Edn3,GSM2545339,182,4
Prr15,GSM2545339,33,4
Traf1,GSM2545339,162,4
Pim2,GSM2545339,1133,4
Lrrc8a,GSM2545339,2615,4
Erp44,GSM2545339,1564,4
Tmem33,GSM2545339,6234,4
Fen1,GSM2545339,581,4
Tfap4,GSM2545339,243,4
Lman2,GSM2545339,3142,4
Senp8,GSM2545339,314,4
Alg14,GSM2545339,715,4
Ddah1,GSM2545339,3832,4
Pomt1,GSM2545339,569,4
Rab3b,GSM2545339,385,4
Lrrc29,GSM2545339,55,4
Nqo1,GSM2545339,366,4
Gpr137b,GSM2545339,501,4
Pcif1,GSM2545339,1740,4
Qdpr,GSM2545339,5776,4
Dcdc2b,GSM2545339,292,4
Rap2a,GSM2545339,1883,4
Cnpy4,GSM2545339,544,4
Wdr41,GSM2545339,1311,4
Gm20627,GSM2545339,34,4
Mmaa,GSM2545339,1443,4
Gm13562,GSM2545339,34,4
Cd70,GSM2545339,27,4
Itm2a,GSM2545339,2347,4
Avil,GSM2545339,68,4
Zscan22,GSM2545339,462,4
Itgb3,GSM2545339,74,4
Col11a2,GSM2545339,582,4
Apoc1,GSM2545339,45,4
Tmeff2,GSM2545339,1974,4
Tyro3,GSM2545339,6248,4
Ift22,GSM2545339,1127,4
Mtmr7,GSM2545339,2523,4
Gabrr2,GSM2545339,60,4
Ube2v2,GSM2545339,1702,4
C77080,GSM2545339,1027,4
Elovl5,GSM2545339,4502,4
Serinc5,GSM2545339,2584,4
Pyroxd2,GSM2545339,153,4
Ypel2,GSM2545339,1940,4
Parp3,GSM2545339,376,4
Xpo1,GSM2545339,5832,4
Polr2a,GSM2545339,3714,4
Tspyl4,GSM2545339,29818,4
Irgm1,GSM2545339,343,4
Cep131,GSM2545339,774,4
Sema4d,GSM2545339,3294,4
Gbp6,GSM2545339,260,4
Zfp119b,GSM2545339,184,4
Eps15,GSM2545339,13768,4
Pxmp2,GSM2545339,222,4
Tomm40l,GSM2545339,1975,4
Atat1,GSM2545339,948,4
Chrac1,GSM2545339,366,4
Mrpl24,GSM2545339,1531,4
Ipo9,GSM2545339,5795,4
Actg1,GSM2545339,6879,4
Noxred1,GSM2545339,105,4
Gm20501,GSM2545339,125,4
H2-K1,GSM2545339,953,4
Lig1,GSM2545339,552,4
Morn2,GSM2545339,227,4
Dcakd,GSM2545339,849,4
Nop14,GSM2545339,915,4
Bbs1,GSM2545339,1289,4
Tada2b,GSM2545339,1167,4
Gal3st1,GSM2545339,266,4
Xpc,GSM2545339,640,4
Irf2bp2,GSM2545339,2616,4
Spns2,GSM2545339,1806,4
Pole,GSM2545339,107,4
Fam78b,GSM2545339,1383,4
Ggcx,GSM2545339,737,4
Anks1,GSM2545339,2010,4
Pgm2,GSM2545339,3548,4
Zgrf1,GSM2545339,405,4
Alkbh3,GSM2545339,412,4
Dnd1,GSM2545339,85,4
Lime1,GSM2545339,2517,4
Trim23,GSM2545339,4062,4
Abhd14a,GSM2545339,468,4
Zkscan3,GSM2545339,1751,4
Fam131b,GSM2545339,6580,4
Elovl1,GSM2545339,595,4
Trim72,GSM2545339,31,4
Klhdc9,GSM2545339,83,4
Iqck,GSM2545339,89,4
Smim14,GSM2545339,5323,4
Kcnab3,GSM2545339,1683,4
Ing5,GSM2545339,484,4
Cnnm3,GSM2545339,1858,4
Fn3k,GSM2545339,1046,4
Cnp,GSM2545339,13190,4
Uros,GSM2545339,662,4
Eml1,GSM2545339,2565,4
Lgals3,GSM2545339,53,4
Gjb1,GSM2545339,686,4
Dynll1,GSM2545339,2790,4
Cyp2j12,GSM2545339,110,4
Crip3,GSM2545339,39,4
Sbk1,GSM2545339,18641,4
Camkk2,GSM2545339,9139,4
